,tenure,OnlineSecurity,Contract,MonthlyCharges,TotalCharges
4496,72.0,2,2,89.75,4397
6613,3.0,1,0,20.4,4257
6688,12.0,1,2,20.3,1618
5449,67.0,0,2,103.15,4543
3553,62.0,1,2,23.4,693
6287,26.0,0,0,83.95,1631
6984,31.0,0,0,25.0,4961
1330,22.0,2,1,56.25,467
6649,6.0,1,0,19.85,603
858,66.0,2,1,89.0,4042
1554,26.0,1,0,20.9,3643
4950,4.0,0,0,91.65,2662
1964,66.0,2,1,54.8,2530
3081,4.0,0,0,77.85,2189
4886,7.0,1,1,19.9,1080
4570,7.0,1,0,18.95,483
89,29.0,0,0,33.75,18
4171,9.0,1,0,18.95,1223
5772,69.0,0,2,81.95,3880
2738,43.0,2,2,75.2,2396
7011,4.0,2,0,60.4,2021
5544,59.0,2,0,106.75,4238
1013,1.0,0,0,49.5,3471
1494,8.0,1,1,19.75,731
6111,40.0,0,0,83.85,2584
5890,69.0,2,2,85.35,4041
5126,57.0,2,0,103.05,4061
2852,66.0,2,2,85.9,3872
5897,71.0,1,2,23.9,958
4435,17.0,0,0,80.5,538
3024,9.0,1,0,20.4,1204
3268,24.0,2,1,74.8,1189
6559,56.0,0,0,98.7,3916
6001,1.0,0,0,24.9,1754
5201,9.0,1,1,19.9,970
1393,1.0,1,0,20.35,1397
507,2.0,0,0,94.2,1006
5542,67.0,0,2,86.15,4033
6047,13.0,2,0,65.85,5280
4460,18.0,0,0,78.2,757
1701,66.0,0,1,102.45,4410
2009,70.0,2,2,79.25,3960
2679,4.0,0,0,74.65,2208
1204,18.0,0,0,25.55,3319
2808,2.0,2,0,97.1,1205
1581,21.0,0,0,36.0,4926
5849,63.0,1,2,19.95,382
107,32.0,2,1,30.15,5324
5578,42.0,1,2,20.0,5124
3980,28.0,0,0,105.7,2180
5497,49.0,0,1,51.8,1883
4483,67.0,1,2,25.6,1146
5539,22.0,1,1,19.95,3088
3720,42.0,2,0,54.55,1805
542,1.0,1,0,19.55,1283
6103,16.0,1,0,19.75,2158
2302,71.0,2,2,91.25,4390
6393,26.0,2,0,92.4,1706
1866,64.0,2,1,104.4,4455
5551,20.0,1,0,19.6,2600
1906,40.0,0,1,36.0,607
5203,3.0,0,0,70.7,1628
3296,24.0,0,0,49.3,380
1038,56.0,0,1,80.9,3260
633,10.0,1,1,20.35,1119
6497,52.0,0,0,103.05,3746
173,53.0,0,1,94.85,3556
5817,1.0,0,0,44.4,3139
3134,36.0,1,0,19.2,4621
1677,6.0,1,2,25.4,838
6676,41.0,2,0,94.3,2805
6899,1.0,0,0,45.1,3200
2733,1.0,0,0,55.3,3816
3473,42.0,0,0,106.15,3223
1387,72.0,1,2,24.3,976
2724,62.0,1,1,19.95,397
4109,2.0,0,0,25.05,3878
2152,1.0,0,0,50.1,3542
4145,13.0,2,0,67.8,5152
695,1.0,1,0,20.65,1403
583,1.0,1,0,19.0,1273
2443,72.0,2,2,109.55,4960
1167,26.0,0,1,51.55,471
3684,43.0,0,0,75.35,2326
6631,25.0,0,0,55.55,647
671,53.0,1,2,25.55,533
4391,9.0,0,0,59.5,3715
2204,67.0,2,1,111.3,4800
4714,65.0,2,2,90.45,4081
6566,70.0,2,2,116.55,5069
5601,35.0,0,1,40.9,608
4864,71.0,0,1,113.15,4991
1945,71.0,1,2,20.5,797
2701,61.0,1,1,19.1,245
797,20.0,1,0,25.55,3594
6796,2.0,2,0,56.7,227
1191,35.0,2,2,69.15,1832
5959,33.0,1,2,19.8,4319
5492,65.0,1,2,25.3,1108
2035,43.0,2,0,63.95,2039
2713,1.0,1,0,20.45,1399
6169,1.0,0,0,44.9,3147
6520,2.0,0,0,85.85,1005
3797,43.0,2,1,80.2,2621
195,20.0,2,0,96.55,1299
2767,46.0,0,0,84.8,2845
4024,7.0,0,0,25.05,1270
4583,71.0,2,2,90.1,4269
1335,2.0,0,0,45.0,5394
5526,51.0,1,1,23.95,353
2794,28.0,2,0,56.05,829
5965,36.0,2,1,63.7,1557
370,33.0,1,1,20.6,4560
1145,32.0,2,0,75.5,1686
5389,51.0,0,0,69.15,2660
5460,34.0,1,2,20.05,4484
6758,27.0,1,0,19.4,3280
3686,13.0,0,0,75.0,5447
6399,55.0,0,0,73.1,2967
5220,29.0,2,1,58.0,1086
3836,64.0,0,1,58.35,2716
6933,1.0,0,0,69.6,4552
1158,60.0,2,0,94.1,3804
2837,1.0,1,0,20.5,1400
5590,25.0,1,0,19.15,3388
6081,1.0,2,0,49.8,3476
6570,4.0,2,0,29.15,176
2055,45.0,2,0,108.45,3521
6632,34.0,2,0,62.65,1649
4773,44.0,0,1,53.95,1728
4048,58.0,2,2,59.75,2644
4538,3.0,0,0,85.8,2022
4948,4.0,0,0,55.5,1644
1210,17.0,0,0,69.0,253
5303,43.0,2,0,40.45,1311
3550,32.0,0,0,96.2,2342
4834,67.0,1,2,24.65,950
6721,49.0,0,2,79.3,2816
1206,3.0,0,0,70.15,1335
4029,56.0,2,2,45.05,1903
3731,2.0,0,0,69.8,746
6416,67.0,2,2,43.9,2283
6027,35.0,1,2,25.45,5039
5032,12.0,0,0,89.15,95
5202,59.0,2,2,111.1,4375
5340,38.0,2,1,84.1,2344
3845,4.0,0,0,73.9,2076
5582,48.0,1,2,24.0,302
1773,68.0,1,2,19.35,469
1698,71.0,0,2,84.8,4197
336,43.0,0,2,104.6,3381
3295,72.0,2,2,80.2,3942
3881,71.0,2,2,65.15,3327
3232,36.0,2,1,53.65,1334
1144,1.0,0,0,35.55,2560
4941,3.0,1,0,19.8,3996
4891,4.0,0,0,65.6,1852
2892,1.0,1,0,20.45,1399
2633,65.0,2,1,100.15,4420
4348,1.0,1,0,19.1,1275
310,1.0,1,0,19.25,1278
1937,13.0,1,2,19.55,1967
2121,1.0,1,0,20.45,1399
6849,30.0,0,0,83.55,1912
4537,17.0,0,0,49.8,5134
1136,63.0,1,2,20.0,339
3800,66.0,2,2,90.95,4068
341,71.0,2,2,85.75,4224
830,50.0,2,1,108.55,3886
4426,16.0,0,1,79.5,427
2308,71.0,2,1,104.65,4717
4828,39.0,0,0,41.1,918
1403,8.0,0,0,66.25,3795
5814,16.0,1,0,20.6,2423
6777,3.0,0,0,29.9,5307
5285,71.0,0,2,80.7,3934
3237,65.0,1,2,19.85,432
3114,5.0,0,0,75.15,2822
5966,42.0,0,0,99.45,2961
2146,62.0,2,1,115.05,4671
2907,20.0,0,0,89.0,1188
2782,38.0,2,2,85.4,2417
6285,26.0,2,1,54.55,577
5206,37.0,2,2,65.6,1675
2314,72.0,2,2,93.25,4435
769,17.0,2,1,64.8,290
3894,68.0,2,2,118.6,5004
2734,11.0,1,0,20.25,1477
3050,5.0,0,0,85.4,3038
51,15.0,2,0,99.1,690
2295,1.0,0,0,25.15,1842
1998,2.0,0,0,44.6,5406
4384,2.0,0,0,79.7,979
325,52.0,0,0,102.7,3626
3507,4.0,1,0,19.75,4920
2930,31.0,1,2,25.75,4833
1047,3.0,0,0,50.25,822
3388,65.0,2,0,55.15,2671
6283,3.0,2,0,99.0,2108
5979,53.0,1,2,19.65,5418
4509,1.0,0,0,84.3,5143
4156,1.0,1,0,19.75,1287
1504,18.0,0,0,71.1,401
1376,5.0,0,1,70.0,2533
3990,14.0,0,0,92.9,539
2377,47.0,2,0,55.3,1973
704,4.0,0,0,49.25,1479
1113,37.0,0,0,78.95,2093
3145,4.0,0,0,76.65,2442
610,9.0,0,0,29.95,1826
2669,19.0,2,0,95.15,1149
1610,51.0,2,2,60.5,2298
3813,69.0,0,2,105.0,4720
3074,35.0,2,0,59.45,1515
7,10.0,2,0,29.75,2210
2790,50.0,2,2,109.65,3852
6498,1.0,0,0,82.3,5083
5140,1.0,0,0,89.25,5248
5057,9.0,0,0,75.85,4699
6200,59.0,1,2,19.5,366
1763,2.0,0,0,45.4,5017
1463,4.0,0,0,70.4,2082
2922,28.0,2,0,92.35,1932
3184,71.0,0,2,83.3,4040
2186,46.0,1,2,19.95,5203
3272,1.0,2,0,81.7,5046
955,1.0,0,0,44.7,3144
2744,42.0,0,2,99.0,2958
1239,3.0,0,0,58.7,1020
5596,65.0,1,2,26.5,1043
3964,68.0,2,2,111.75,4817
2406,5.0,0,0,96.25,3615
1553,39.0,0,0,81.5,2289
2148,6.0,1,0,19.55,453
4979,56.0,1,2,24.45,610
566,15.0,2,1,101.9,1002
1087,32.0,2,0,87.65,2052
6548,31.0,0,0,54.35,978
3273,33.0,0,0,68.25,1546
967,3.0,1,0,20.85,4111
3188,8.0,2,0,49.85,2663
6839,11.0,0,0,100.75,223
2112,33.0,2,1,59.4,1346
2571,42.0,0,2,100.4,3071
4199,55.0,0,1,104.15,3965
4858,57.0,2,1,59.6,2568
2919,49.0,0,2,49.65,1761
6871,52.0,0,0,94.6,3568
7016,1.0,0,0,49.95,3479
1091,29.0,0,1,75.35,1620
6806,40.0,1,2,19.1,4925
1337,31.0,1,2,20.4,4159
5086,45.0,1,1,20.4,5336
4743,56.0,0,2,59.5,2480
670,53.0,1,1,19.85,68
6642,25.0,2,0,79.0,1300
2936,40.0,0,0,102.65,2931
6618,26.0,2,0,86.65,1587
6334,67.0,0,2,104.0,4626
4510,38.0,0,0,68.15,1974
6512,11.0,0,0,60.9,4533
2762,25.0,0,2,99.3,1863
2089,50.0,0,2,39.7,1330
767,14.0,1,1,20.4,2044
717,32.0,0,0,85.65,1984
4306,40.0,2,0,110.1,3183
4907,71.0,1,2,23.85,1007
439,1.0,0,0,55.05,3813
4856,31.0,0,0,91.15,2194
794,6.0,0,0,45.0,2183
554,32.0,0,0,80.35,1925
2301,8.0,0,0,90.25,4786
123,7.0,2,0,50.7,2566
3635,72.0,1,2,24.55,1110
6372,4.0,1,2,19.5,5396
2502,70.0,1,1,26.05,1228
1873,72.0,2,2,70.65,3560
3672,54.0,0,1,70.15,2700
5335,64.0,2,1,96.9,4270
5598,55.0,1,1,19.15,5446
3802,1.0,1,0,20.0,1390
1847,55.0,1,2,19.4,149
1189,3.0,0,0,85.7,1902
6210,25.0,0,1,54.75,429
667,49.0,0,0,30.2,737
219,8.0,0,0,80.0,4233
2973,62.0,0,0,100.15,4248
5309,61.0,1,2,20.25,451
4105,67.0,2,2,106.7,4615
3599,45.0,2,0,81.3,2590
6041,5.0,1,0,19.95,160
720,2.0,1,1,20.2,2485
5865,3.0,1,0,20.85,4688
748,48.0,1,2,19.25,5187
5847,62.0,0,1,94.0,3973
3982,71.0,1,2,24.35,990
2861,1.0,0,0,81.95,5047
6608,22.0,0,1,55.15,321
5077,7.0,1,2,19.85,708
4173,12.0,0,0,86.55,112
2666,66.0,0,2,79.5,3648
4144,21.0,2,0,103.85,1596
2998,2.0,0,0,74.75,711
4454,4.0,1,0,19.4,5330
486,15.0,0,0,100.15,667
1053,5.0,0,0,39.5,1501
2268,40.0,1,2,20.6,5101
471,1.0,0,0,55.0,3812
5816,3.0,0,0,44.6,360
5046,1.0,0,0,45.15,3201
6119,14.0,0,1,51.45,4712
6493,17.0,0,1,54.6,5343
1351,11.0,1,0,20.45,1853
4157,11.0,0,0,45.2,3498
2845,11.0,0,0,94.2,5449
5653,7.0,0,0,79.0,3666
1627,11.0,0,0,75.9,5212
2646,56.0,0,2,81.8,3242
6467,10.0,0,0,75.05,4948
6731,24.0,1,2,19.55,3343
6838,13.0,0,0,99.0,487
2711,28.0,0,1,90.1,1927
4729,69.0,0,2,54.95,2725
6945,70.0,0,2,98.3,4523
1428,1.0,0,0,50.45,3545
4190,11.0,2,0,96.2,364
4351,7.0,1,0,20.35,793
1730,1.0,0,0,59.85,4048
3226,7.0,1,0,20.75,651
3796,15.0,0,0,49.1,4486
5385,53.0,0,0,85.45,3225
5846,3.0,0,0,76.1,1911
1784,4.0,1,0,20.35,4885
1077,41.0,2,0,114.5,3236
2769,15.0,1,0,19.75,2172
3178,52.0,2,0,84.1,3099
3773,1.0,0,0,25.2,1843
6104,4.0,1,1,23.9,5407
1525,7.0,1,0,20.65,902
5370,16.0,0,0,90.8,718
1039,38.0,2,0,79.45,2211
4949,5.0,0,0,51.0,2246
732,25.0,0,0,75.5,1297
253,32.0,0,1,83.7,1955
1987,25.0,0,0,89.15,1632
2435,14.0,0,0,59.8,5091
1114,32.0,0,0,98.85,2318
789,72.0,2,2,69.65,3487
6073,64.0,1,1,24.9,917
2386,43.0,0,0,50.2,1540
202,71.0,2,2,105.55,4775
6075,10.0,0,1,64.9,4518
4628,12.0,2,0,54.2,4561
6338,1.0,1,0,20.25,1395
6422,52.0,2,1,53.75,2067
774,33.0,0,1,95.8,2233
1079,3.0,0,0,69.55,1409
1741,16.0,0,0,71.4,344
3566,53.0,0,1,84.6,3169
4785,18.0,0,0,80.65,736
691,31.0,2,1,75.25,1700
5182,12.0,1,1,24.95,2075
6404,52.0,2,2,109.3,3958
5939,18.0,2,0,33.6,3822
6937,28.0,0,0,35.75,5397
6276,15.0,1,1,20.35,2456
5167,57.0,2,2,70.35,2949
6188,18.0,1,0,20.05,2618
3425,28.0,0,1,70.4,1383
2246,1.0,2,0,102.45,33
3198,40.0,0,1,106.0,2991
6470,8.0,0,1,43.45,2520
798,1.0,1,0,20.0,1390
4355,6.0,0,0,50.35,2312
4831,18.0,2,1,40.2,4657
6876,62.0,2,1,104.3,4408
795,2.0,0,0,64.2,695
5753,2.0,1,0,19.9,2420
5289,61.0,2,1,115.1,4590
2783,43.0,2,0,94.1,2930
4829,12.0,0,0,45.0,3683
4315,1.0,0,0,79.55,4970
2538,34.0,0,2,40.55,518
4012,1.0,0,0,50.55,3547
2363,1.0,0,0,44.75,3145
1672,72.0,2,2,72.1,3563
4588,33.0,0,0,95.0,2205
1133,2.0,1,0,19.25,3398
690,1.0,1,0,20.45,1399
1762,35.0,0,0,89.65,2327
3365,19.0,1,2,19.65,2617
3140,14.0,0,0,76.45,203
2298,69.0,0,2,79.2,3772
3307,48.0,0,2,79.65,2786
2456,47.0,1,2,24.55,268
2773,24.0,0,0,29.1,4531
2275,1.0,0,0,74.5,4766
1989,35.0,2,2,46.35,997
1197,15.0,1,0,19.45,2490
6766,14.0,1,1,19.75,2273
2539,65.0,1,2,26.0,993
6123,65.0,2,1,93.55,4148
5367,65.0,2,2,82.5,3663
6337,55.0,2,1,100.9,3790
6991,8.0,0,0,95.65,4912
1035,66.0,1,2,25.1,1042
758,15.0,0,0,85.9,437
2640,22.0,0,0,94.95,1520
5594,23.0,0,0,83.75,1219
4545,1.0,0,0,44.15,3135
6056,58.0,2,1,71.1,3063
1925,59.0,0,2,72.1,3006
5998,48.0,1,2,20.05,66
4092,1.0,1,0,20.25,1395
6068,12.0,0,0,44.55,3404
1314,39.0,0,1,89.55,2539
2139,7.0,0,0,66.85,3269
6765,69.0,1,2,25.6,1009
1559,2.0,1,0,20.35,3202
6905,30.0,0,0,44.5,495
6662,47.0,2,1,39.65,1162
6691,39.0,2,1,41.15,1047
2214,14.0,0,0,86.3,299
5968,12.0,0,1,74.05,5226
1248,11.0,0,0,90.15,5427
1194,14.0,0,0,50.45,4870
1616,53.0,1,2,19.4,191
5790,40.0,0,0,50.85,1447
600,16.0,0,0,74.55,283
3375,71.0,1,2,19.9,617
5279,70.0,1,2,25.15,1151
2001,5.0,1,0,20.15,282
6541,19.0,1,2,20.5,2856
6021,13.0,1,0,20.45,1881
3045,48.0,0,1,65.65,2280
6010,24.0,1,2,24.2,4158
6515,29.0,0,0,25.1,4664
4174,37.0,0,0,28.6,5416
1673,41.0,2,0,113.6,3274
912,72.0,2,1,106.1,4940
5404,46.0,2,1,95.65,3312
3951,70.0,2,2,79.15,3844
1070,2.0,0,0,69.75,710
3567,14.0,0,0,89.65,337
1390,72.0,2,2,68.75,3460
1223,2.0,0,0,75.9,694
1629,68.0,2,2,70.95,3367
684,1.0,0,0,71.1,4647
1345,57.0,0,1,100.75,4099
1381,2.0,0,0,70.7,463
6825,27.0,0,0,81.3,1646
4392,1.0,1,0,19.2,1277
2725,2.0,0,0,24.5,3278
5679,8.0,0,0,86.55,4345
3552,68.0,2,2,102.1,4674
81,11.0,2,0,50.55,3908
4655,32.0,2,1,74.75,1657
2345,4.0,1,0,20.05,5173
4167,50.0,0,1,75.7,2790
6944,3.0,1,0,19.1,3710
3883,12.0,2,0,79.8,6
3378,72.0,2,2,84.45,4128
6408,69.0,0,2,106.5,4744
6572,68.0,2,2,90.8,4265
1322,10.0,1,0,19.95,1245
5321,69.0,2,1,106.4,4705
4715,64.0,2,2,86.4,3787
6387,35.0,0,0,56.85,1235
5996,62.0,1,2,19.85,413
3164,31.0,0,0,101.4,2316
5633,6.0,1,0,26.35,1203
4025,4.0,0,0,74.8,2364
6798,13.0,0,0,70.15,5240
1155,70.0,0,2,76.1,3690
1324,4.0,1,0,20.35,4851
230,54.0,2,2,108.0,3977
4248,56.0,0,0,90.55,3612
4756,31.0,2,0,72.45,1528
2524,72.0,1,2,19.9,836
2714,54.0,0,2,95.1,3591
5210,53.0,0,1,60.45,2343
6883,34.0,2,0,105.35,2681
2449,11.0,0,0,59.65,4504
4329,17.0,2,0,94.4,929
1815,72.0,1,2,20.5,798
6680,48.0,0,2,95.5,3294
6443,9.0,1,0,19.5,792
283,68.0,2,0,54.45,2679
1241,30.0,2,0,64.5,1264
3106,50.0,1,2,19.4,44
2332,47.0,2,1,66.05,2222
4933,4.0,2,0,57.2,1608
6331,47.0,2,1,40.3,1158
1710,5.0,0,0,82.75,2989
2634,1.0,0,0,84.8,5149
861,64.0,2,2,93.4,4012
1373,1.0,1,0,19.85,1289
4519,57.0,0,1,109.4,4237
4716,66.0,2,2,66.9,3113
2142,21.0,2,1,64.85,537
3168,50.0,1,1,19.35,61
3714,69.0,2,2,59.75,2916
4617,2.0,1,0,20.7,2812
1272,5.0,1,0,19.45,5198
5870,5.0,1,0,25.9,562
2723,21.0,1,0,20.5,2887
6286,8.0,1,0,20.05,962
6950,5.0,2,0,49.4,1683
403,68.0,2,1,55.9,2772
3186,58.0,1,2,20.3,269
2752,31.0,2,0,35.4,132
4218,7.0,1,0,25.05,826
6254,60.0,2,2,97.2,3888
3066,10.0,0,0,75.75,4910
1723,6.0,1,2,20.1,3
1271,53.0,2,1,53.6,2113
2611,10.0,0,0,70.3,4751
3578,40.0,2,0,65.1,1918
3764,11.0,1,1,25.2,1801
6557,33.0,0,0,100.0,2436
2117,72.0,2,2,64.45,3237
4991,58.0,2,1,106.45,4192
4543,41.0,1,1,19.5,4998
4359,23.0,0,0,98.7,1624
5552,22.0,1,1,20.25,3455
3033,68.0,2,2,110.8,4834
1076,58.0,1,1,24.5,785
5195,72.0,2,2,75.1,3736
5273,69.0,1,2,20.15,540
1835,1.0,0,0,45.0,3198
4442,3.0,0,0,78.5,1769
2323,29.0,0,0,98.6,2150
568,35.0,0,0,100.25,2581
4665,67.0,2,2,36.15,1784
4085,30.0,0,1,40.35,308
6994,43.0,1,1,24.45,5439
4143,25.0,0,0,84.8,1450
3906,1.0,0,0,78.8,4922
459,1.0,0,0,75.1,4805
2639,22.0,2,0,54.45,219
1383,1.0,0,0,49.95,3479
3844,35.0,2,1,85.95,2292
5606,15.0,0,1,55.2,5206
2606,31.0,2,0,104.35,2357
2207,7.0,0,0,86.25,4027
1294,6.0,0,0,44.75,2016
2961,12.0,0,0,53.75,4341
23,58.0,0,2,59.9,2567
2499,41.0,2,1,70.2,2122
2003,57.0,0,2,95.25,3799
6583,22.0,1,1,19.25,2945
5076,33.0,0,1,93.8,2299
3290,4.0,2,0,35.0,564
7037,72.0,1,2,21.15,674
5720,32.0,0,1,104.05,2500
2971,59.0,2,2,90.3,3647
2801,62.0,0,1,106.05,4447
584,3.0,1,0,20.0,4169
1311,42.0,0,1,45.1,1455
112,43.0,0,0,91.65,2841
1740,40.0,1,0,20.4,4789
4268,35.0,0,1,89.7,2328
364,18.0,0,0,75.9,590
2987,33.0,1,2,20.1,4444
587,5.0,1,1,20.1,5171
265,61.0,2,2,88.1,3839
3111,72.0,0,2,103.4,4750
4734,39.0,2,1,80.0,2341
3488,9.0,0,0,59.9,3771
3102,5.0,2,0,54.2,2263
1667,14.0,1,1,24.8,2363
294,12.0,1,0,19.7,1572
5992,65.0,2,1,72.45,3307
753,0.0,1,2,20.25,0
6233,3.0,1,0,20.7,3931
2715,41.0,1,0,25.25,5443
5716,2.0,0,0,55.3,141
2754,3.0,2,0,41.35,119
822,47.0,0,1,103.1,3462
6986,30.0,0,0,94.1,2078
2756,1.0,1,0,20.95,1408
6641,16.0,2,0,50.15,4862
6784,19.0,1,0,24.7,3304
5294,53.0,2,2,104.05,3861
6433,58.0,1,2,20.5,318
4044,70.0,0,2,84.8,4054
3584,8.0,2,0,75.0,4385
6279,21.0,0,0,44.95,5320
964,1.0,0,0,45.7,3208
3063,37.0,0,0,100.05,2751
5227,7.0,0,0,96.2,4309
5268,69.0,2,2,86.9,4212
5305,43.0,2,2,78.8,2527
5068,71.0,1,2,20.9,779
5898,33.0,1,1,24.15,5018
6799,70.0,2,2,111.15,4902
849,72.0,2,2,89.8,4352
3890,72.0,0,1,109.25,5054
2111,30.0,1,2,21.25,4656
4439,28.0,1,2,20.3,3451
5441,70.0,2,2,65.3,3380
3403,4.0,1,0,20.45,5085
3645,9.0,1,0,19.05,892
2625,56.0,2,0,86.4,3504
5452,37.0,2,1,75.1,1977
2232,36.0,1,2,19.45,4825
614,50.0,0,2,69.5,2501
2044,7.0,1,1,19.5,453
2692,22.0,2,0,49.8,81
5124,25.0,1,2,20.1,3440
2796,55.0,2,0,89.8,3519
968,71.0,2,2,77.35,3851
660,4.0,0,0,24.25,5392
661,10.0,0,0,45.25,3054
4581,58.0,1,2,20.8,345
3527,1.0,0,0,74.6,4767
5487,33.0,1,1,20.15,4501
5659,63.0,2,2,71.9,3189
2889,58.0,2,1,50.0,2140
2664,62.0,2,1,94.95,3992
6316,63.0,1,2,25.25,895
966,7.0,1,0,19.25,207
5496,43.0,1,2,24.25,133
5062,39.0,2,0,55.9,1552
1841,56.0,1,1,24.3,424
2272,1.0,0,0,49.85,3477
810,58.0,0,1,103.25,4121
4501,39.0,1,2,20.7,4863
2170,21.0,2,1,60.25,419
469,13.0,0,0,55.95,4741
6155,5.0,1,0,19.35,422
4256,70.0,1,2,26.0,1414
149,15.0,0,0,69.5,125
479,15.0,0,0,69.0,5441
271,57.0,2,2,59.75,2522
2675,42.0,1,2,20.7,5103
5349,69.0,2,2,114.35,4875
1956,72.0,2,2,101.3,4707
3458,26.0,0,0,88.8,1648
4985,72.0,2,2,83.3,4134
1185,1.0,0,0,60.15,4110
6350,3.0,1,0,20.05,4808
3022,2.0,1,0,19.95,2740
6610,5.0,0,0,80.1,2856
5354,1.0,0,0,89.35,5249
4559,6.0,1,0,20.15,482
457,30.0,0,2,80.8,1720
1520,3.0,1,0,19.6,3815
4832,32.0,2,1,70.5,1581
2909,43.0,0,1,55.45,1796
6851,38.0,0,2,94.9,2638
5955,72.0,2,2,68.4,3436
2642,47.0,0,0,85.3,2903
4556,2.0,0,0,67.75,265
3087,8.0,0,0,87.05,4861
2467,49.0,0,1,97.95,3496
5993,2.0,0,0,74.95,812
954,22.0,0,0,95.1,1536
1560,39.0,2,1,45.05,1153
6478,60.0,0,2,110.8,4419
6667,9.0,0,0,79.55,4697
3110,1.0,1,0,19.1,1275
6442,67.0,0,1,50.55,2511
1721,9.0,2,0,74.25,4308
1506,68.0,2,2,54.1,2737
6450,27.0,1,2,19.9,3821
555,56.0,2,1,68.75,2748
2025,72.0,2,2,116.85,5167
3956,6.0,0,0,105.3,3791
463,7.0,0,0,99.8,4458
4270,72.0,2,2,92.4,4483
289,10.0,0,0,44.85,3102
5999,35.0,2,2,108.95,2889
183,33.0,2,1,74.75,1804
6855,42.0,2,1,67.7,2117
3710,10.0,1,1,20.45,1770
6948,47.0,2,1,103.7,3360
522,55.0,0,0,85.5,3352
2530,7.0,0,0,100.4,4675
111,52.0,2,1,57.95,2236
3923,1.0,0,0,80.85,5016
1044,8.0,2,1,54.25,3184
1264,69.0,0,2,95.2,4430
4244,46.0,1,2,19.75,5190
5893,12.0,1,2,24.0,2005
6518,1.0,0,0,45.3,3202
3581,63.0,2,2,74.5,3323
5096,71.0,2,2,86.85,4243
3161,14.0,1,1,19.35,2386
4282,52.0,0,1,101.25,3716
4308,25.0,0,0,69.75,1078
1056,5.0,0,0,80.0,2944
3602,38.0,2,0,66.15,1868
102,38.0,0,1,95.0,2635
3588,9.0,0,0,69.05,4364
2712,8.0,2,0,29.35,1533
6843,9.0,2,0,91.75,5210
6435,52.0,0,2,50.2,1899
6481,5.0,0,0,69.95,2353
937,6.0,2,0,79.05,3094
4707,49.0,2,1,109.2,3706
4022,10.0,1,0,18.85,960
4906,72.0,2,2,95.9,4578
2750,3.0,1,1,19.45,4547
4909,51.0,2,2,83.85,3073
5786,72.0,2,2,84.4,4163
5853,62.0,2,1,96.1,4115
5600,7.0,0,0,69.95,3704
5270,40.0,2,0,55.25,1517
5626,11.0,2,0,64.05,4737
2630,63.0,2,2,84.65,3749
543,10.0,0,0,86.05,5127
500,34.0,2,1,116.25,2808
5249,72.0,2,2,67.2,3321
6789,1.0,1,0,20.2,1394
2702,1.0,0,0,44.0,3132
132,67.0,0,2,50.55,2399
3211,17.0,1,1,20.05,2469
6016,68.0,0,1,108.45,4685
4158,39.0,1,2,25.2,5427
2501,72.0,1,2,20.35,565
4536,1.0,0,0,69.35,4548
2355,67.0,2,2,54.2,2763
1777,28.0,0,0,54.9,802
2131,42.0,2,2,48.15,1443
3955,29.0,0,0,45.9,528
4530,67.0,1,2,19.65,532
4378,67.0,1,1,20.85,522
6741,12.0,0,0,96.0,108
1930,3.0,1,0,20.5,4853
6174,4.0,0,0,29.65,298
2093,10.0,1,0,24.8,1609
6703,2.0,0,0,45.25,5173
5634,1.0,1,0,19.9,1290
225,24.0,2,1,50.6,461
2156,2.0,0,0,80.55,1204
2838,41.0,1,2,20.0,5049
2347,8.0,1,1,24.4,1440
868,59.0,0,1,85.55,3601
2942,46.0,1,2,19.95,5285
6694,8.0,2,2,76.15,4332
625,25.0,0,0,95.15,1743
5467,53.0,2,1,98.6,3724
589,71.0,2,2,90.4,4426
4339,38.0,0,1,69.0,1986
6094,57.0,1,2,20.55,410
215,57.0,2,0,58.75,2514
2445,27.0,2,0,74.4,1365
6750,43.0,2,1,35.2,754
6284,23.0,0,0,93.5,1698
3057,25.0,1,1,19.6,2933
6978,70.0,2,2,80.7,3890
4765,37.0,0,2,35.8,508
2727,5.0,0,0,94.85,3290
3706,26.0,0,0,84.3,1655
2556,45.0,2,0,84.55,2699
1108,69.0,1,2,24.6,1013
1759,20.0,1,0,19.4,2973
2309,57.0,0,2,90.45,3671
3238,26.0,1,2,19.65,3510
4578,10.0,0,0,60.95,4251
914,72.0,1,2,25.2,1163
2765,13.0,0,0,70.15,5340
2953,20.0,0,0,105.85,1617
4231,71.0,2,2,80.6,3936
5751,47.0,1,2,20.25,56
1468,62.0,2,1,92.3,3959
644,15.0,1,0,25.25,2832
5845,3.0,0,0,75.8,1808
4569,22.0,2,0,48.8,90
4971,18.0,1,0,19.55,2801
6385,4.0,0,0,101.7,2654
1886,67.0,2,2,60.4,2840
3641,49.0,0,2,74.45,2703
5310,43.0,2,0,66.25,2132
2659,61.0,2,2,86.45,3642
3086,17.0,0,0,95.65,972
4324,40.0,2,0,67.45,2038
2474,47.0,0,0,106.35,3432
946,4.0,1,0,20.5,4886
6859,71.0,2,2,111.3,5001
1837,1.0,1,0,20.05,1391
3761,72.0,2,2,82.65,4056
6846,1.0,0,0,79.55,4970
540,72.0,2,2,113.1,5094
154,6.0,1,0,19.7,226
5856,11.0,0,0,44.65,3354
5571,61.0,0,1,79.8,3490
6186,47.0,2,1,110.85,3697
